sample_idx,mode,architecture,xai_method,gradcam_target,layer,true_label,pred_label,target_label,corr_pca_xai,soft_iou_pca_xai,lsas
0,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,3,5,5,-0.09197910875082016,0.20577307045459747,0.05689698085188866
1,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,8,8,8,-0.0011350330896675587,0.18162213265895844,0.09024354978464544
2,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,8,8,8,-0.03545001521706581,0.13688862323760986,0.050719304010272026
3,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,0,8,8,0.13561074435710907,0.16768795251846313,0.1516493484377861
4,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,6,4,4,0.0537676066160202,0.29296815395355225,0.17336788028478622
5,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,6,6,6,-0.005269746761769056,0.12481728941202164,0.05977377132512629
6,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,1,1,1,-0.04066719859838486,0.22819694876670837,0.09376487508416176
7,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,6,4,4,0.8175244331359863,0.5802242159843445,0.6988743245601654
8,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,3,2,2,0.6418300271034241,0.13905979692935944,0.39044491201639175
9,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,1,1,1,0.3820999264717102,0.17248743772506714,0.27729368209838867
10,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,0,0,0,0.3791334629058838,0.4107421338558197,0.39493779838085175
11,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,9,7,7,0.2630496919155121,0.3162442147731781,0.2896469533443451
12,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,5,5,5,0.6494536995887756,0.345985472202301,0.49771958589553833
13,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,7,3,3,0.6547361016273499,0.3246105909347534,0.48967334628105164
14,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,9,1,1,0.34271910786628723,0.26083487272262573,0.3017769902944565
15,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,8,6,6,0.43991702795028687,0.2738487124443054,0.35688287019729614
16,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,5,5,5,0.3685967028141022,0.26125216484069824,0.3149244338274002
17,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,7,5,5,0.2182379513978958,0.48279130458831787,0.35051462799310684
18,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,8,8,8,0.555281400680542,0.5196893215179443,0.5374853610992432
19,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,6,4,4,0.09399912506341934,0.35794103145599365,0.2259700782597065
20,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,7,7,7,0.3771142363548279,0.34914731979370117,0.3631307780742645
21,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,0,0,0,0.6278999447822571,0.493831604719162,0.5608657747507095
22,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,4,8,8,0.4015650749206543,0.4640336334705353,0.4327993541955948
23,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,9,1,1,-0.17402911186218262,0.29896867275238037,0.06246978044509888
24,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,5,6,6,-0.20373587310314178,0.17622606456279755,-0.01375490427017212
25,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.1,2,7,7,-0.04152658209204674,0.18427616357803345,0.07137479074299335
