architecture,checkpoint,feature_source,knn_k,knn_accuracy,knn_correct,knn_total,feature_dim,bank_samples,query_samples,temperature,bank_std_mean,bank_std_min,bank_norm_mean,query_std_mean,query_std_min,query_norm_mean,elapsed_minutes
resnet18_cifar,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_last.pt,backbone,1,0.5643,5643,10000,512,50000,10000,0.07,0.2897343635559082,0.1660529524087906,8.486254692077637,0.2874526381492615,0.15961086750030518,8.46825885772705,0.6764929970105489
resnet18_cifar,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_last.pt,backbone,5,0.6125,6125,10000,512,50000,10000,0.07,0.2897343635559082,0.1660529524087906,8.486254692077637,0.2874526381492615,0.15961086750030518,8.46825885772705,0.6764929970105489
resnet18_cifar,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_last.pt,backbone,10,0.6326,6326,10000,512,50000,10000,0.07,0.2897343635559082,0.1660529524087906,8.486254692077637,0.2874526381492615,0.15961086750030518,8.46825885772705,0.6764929970105489
resnet18_cifar,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_last.pt,backbone,20,0.6399,6399,10000,512,50000,10000,0.07,0.2897343635559082,0.1660529524087906,8.486254692077637,0.2874526381492615,0.15961086750030518,8.46825885772705,0.6764929970105489
resnet18_cifar,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_last.pt,backbone,50,0.6435,6435,10000,512,50000,10000,0.07,0.2897343635559082,0.1660529524087906,8.486254692077637,0.2874526381492615,0.15961086750030518,8.46825885772705,0.6764929970105489
resnet18_cifar,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_last.pt,backbone,100,0.6393,6393,10000,512,50000,10000,0.07,0.2897343635559082,0.1660529524087906,8.486254692077637,0.2874526381492615,0.15961086750030518,8.46825885772705,0.6764929970105489
resnet18_cifar,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_last.pt,projector,1,0.5418,5418,10000,256,50000,10000,0.07,0.9816749095916748,0.8578925728797913,15.7214937210083,0.9625672101974487,0.8250702619552612,15.421032905578613,0.6764929970105489
resnet18_cifar,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_last.pt,projector,5,0.5813,5813,10000,256,50000,10000,0.07,0.9816749095916748,0.8578925728797913,15.7214937210083,0.9625672101974487,0.8250702619552612,15.421032905578613,0.6764929970105489
resnet18_cifar,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_last.pt,projector,10,0.5994,5994,10000,256,50000,10000,0.07,0.9816749095916748,0.8578925728797913,15.7214937210083,0.9625672101974487,0.8250702619552612,15.421032905578613,0.6764929970105489
resnet18_cifar,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_last.pt,projector,20,0.608,6080,10000,256,50000,10000,0.07,0.9816749095916748,0.8578925728797913,15.7214937210083,0.9625672101974487,0.8250702619552612,15.421032905578613,0.6764929970105489
resnet18_cifar,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_last.pt,projector,50,0.6157,6157,10000,256,50000,10000,0.07,0.9816749095916748,0.8578925728797913,15.7214937210083,0.9625672101974487,0.8250702619552612,15.421032905578613,0.6764929970105489
resnet18_cifar,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_last.pt,projector,100,0.6184,6184,10000,256,50000,10000,0.07,0.9816749095916748,0.8578925728797913,15.7214937210083,0.9625672101974487,0.8250702619552612,15.421032905578613,0.6764929970105489
resnet18_cifar,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_last.pt,predictor,1,0.544,5440,10000,256,50000,10000,0.07,1.5387990474700928,1.3431583642959595,24.647621154785156,1.5089843273162842,1.2929997444152832,24.179872512817383,0.6764929970105489
resnet18_cifar,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_last.pt,predictor,5,0.5808,5808,10000,256,50000,10000,0.07,1.5387990474700928,1.3431583642959595,24.647621154785156,1.5089843273162842,1.2929997444152832,24.179872512817383,0.6764929970105489
resnet18_cifar,experiments/experiment-c10-r18-lejepa-v3-sigreg-003/checkpoints/resnet18_lejepa_backbone_last.pt,predictor,10,0.6002,6002,10000,256,50000,10000,0.07,1.5387990474700928,1.3431583642959595,24.647621154785156,1.5089843273162842,1.2929997444152832,24.179872512817383,0.6764929970105489
