sample_idx,mode,layer,true_label,pred_label,corr_pca_xai,soft_iou_pca_xai,lsas
0,lejepa,backbone.layer1,3,5,-0.5152838826179504,0.22228705883026123,-0.1464984118938446
0,lejepa,backbone.layer2,3,5,-0.7053505778312683,0.20911651849746704,-0.24811702966690063
0,lejepa,backbone.layer3,3,5,0.7823442816734314,0.6194963455200195,0.7009203135967255
0,lejepa,backbone.layer4,3,5,0.7104719877243042,0.42375972867012024,0.5671158581972122
1,lejepa,backbone.layer1,8,0,0.15686801075935364,0.4319089651107788,0.2943884879350662
1,lejepa,backbone.layer2,8,0,0.6716806888580322,0.5007255673408508,0.5862031280994415
1,lejepa,backbone.layer3,8,0,0.5351153016090393,0.12359379231929779,0.32935454696416855
1,lejepa,backbone.layer4,8,0,-0.18803709745407104,0.35642099380493164,0.0841919481754303
2,lejepa,backbone.layer1,8,8,0.4973861873149872,0.4264460504055023,0.46191611886024475
2,lejepa,backbone.layer2,8,8,0.7466195225715637,0.4754263758659363,0.61102294921875
2,lejepa,backbone.layer3,8,8,0.5831252336502075,0.06492649018764496,0.32402586191892624
2,lejepa,backbone.layer4,8,8,-0.25622090697288513,0.4312249422073364,0.08750201761722565
3,lejepa,backbone.layer1,0,8,0.197299525141716,0.4629650413990021,0.33013228327035904
3,lejepa,backbone.layer2,0,8,0.32840389013290405,0.49427783489227295,0.4113408625125885
3,lejepa,backbone.layer3,0,8,0.318185418844223,0.06712978333234787,0.19265760108828545
3,lejepa,backbone.layer4,0,8,-0.552469789981842,0.3619232475757599,-0.09527327120304108
4,lejepa,backbone.layer1,6,6,0.7172287702560425,0.4409927427768707,0.5791107565164566
4,lejepa,backbone.layer2,6,6,0.0,0.0,0.0
4,lejepa,backbone.layer3,6,6,0.8347623944282532,0.5692945718765259,0.7020284831523895
4,lejepa,backbone.layer4,6,6,0.6800277233123779,0.48422732949256897,0.5821275264024734
5,lejepa,backbone.layer1,6,6,0.9476822018623352,0.6790193319320679,0.8133507668972015
5,lejepa,backbone.layer2,6,6,0.0,0.0,0.0
5,lejepa,backbone.layer3,6,6,0.8417844176292419,0.6355924606323242,0.7386884391307831
5,lejepa,backbone.layer4,6,6,0.6886950731277466,0.47761979699134827,0.5831574350595474
6,lejepa,backbone.layer1,1,5,-0.019650675356388092,0.0018285891273990273,-0.008911043114494532
6,lejepa,backbone.layer2,1,5,0.33951976895332336,0.03160865977406502,0.1855642143636942
6,lejepa,backbone.layer3,1,5,0.5422579050064087,0.551498293876648,0.5468780994415283
6,lejepa,backbone.layer4,1,5,0.7369036674499512,0.4645731747150421,0.6007384210824966
7,lejepa,backbone.layer1,6,6,0.0,0.0,0.0
7,lejepa,backbone.layer2,6,6,0.0,0.0,0.0
7,lejepa,backbone.layer3,6,6,0.7869436740875244,0.6187191009521484,0.7028313875198364
7,lejepa,backbone.layer4,6,6,0.6916773319244385,0.47407907247543335,0.5828782021999359
8,lejepa,backbone.layer1,3,5,-0.36453813314437866,0.4838625192642212,0.059662193059921265
8,lejepa,backbone.layer2,3,5,0.0057766935788095,0.00962367095053196,0.00770018226467073
8,lejepa,backbone.layer3,3,5,0.8507882356643677,0.6700181365013123,0.76040318608284
8,lejepa,backbone.layer4,3,5,0.6983243227005005,0.4470938444137573,0.5727090835571289
9,lejepa,backbone.layer1,1,8,0.5880261063575745,0.4533263146877289,0.5206762105226517
9,lejepa,backbone.layer2,1,8,0.8521284461021423,0.444091260433197,0.6481098532676697
9,lejepa,backbone.layer3,1,8,0.0,0.0,0.0
9,lejepa,backbone.layer4,1,8,-0.2377934455871582,0.3494795858860016,0.05584307014942169
10,lejepa,backbone.layer1,0,0,-0.13822846114635468,0.4175955653190613,0.1396835520863533
10,lejepa,backbone.layer2,0,0,0.7090566754341125,0.4607459604740143,0.5849013179540634
10,lejepa,backbone.layer3,0,0,0.0,0.0,0.0
10,lejepa,backbone.layer4,0,0,-0.1782987415790558,0.3701778054237366,0.0959395319223404
11,lejepa,backbone.layer1,9,3,-0.3533720076084137,0.011669180355966091,-0.1708514136262238
11,lejepa,backbone.layer2,9,3,0.0,0.0,0.0
11,lejepa,backbone.layer3,9,3,0.7638621926307678,0.6286863088607788,0.6962742507457733
11,lejepa,backbone.layer4,9,3,0.7155435085296631,0.47120368480682373,0.5933735966682434
12,lejepa,backbone.layer1,5,6,0.0,0.0,0.0
12,lejepa,backbone.layer2,5,6,0.0,0.0,0.0
12,lejepa,backbone.layer3,5,6,0.5708110928535461,0.49531319737434387,0.533062145113945
12,lejepa,backbone.layer4,5,6,0.6819033026695251,0.4634604752063751,0.5726818889379501
13,lejepa,backbone.layer1,7,1,0.53040611743927,0.5972095131874084,0.5638078153133392
13,lejepa,backbone.layer2,7,1,0.03575410321354866,0.6307451725006104,0.3332496378570795
13,lejepa,backbone.layer3,7,1,0.0,0.0,0.0
13,lejepa,backbone.layer4,7,1,0.690311074256897,0.5538213849067688,0.6220662295818329
14,lejepa,backbone.layer1,9,7,0.016892656683921814,0.17097443342208862,0.09393354505300522
14,lejepa,backbone.layer2,9,7,-0.6269983053207397,0.25202661752700806,-0.18748584389686584
14,lejepa,backbone.layer3,9,7,0.3413507342338562,0.3558557331562042,0.3486032336950302
14,lejepa,backbone.layer4,9,7,-0.2241491973400116,0.3541686236858368,0.0650097131729126
15,lejepa,backbone.layer1,8,9,0.5650379061698914,0.4413527548313141,0.5031953305006027
15,lejepa,backbone.layer2,8,9,0.6615811586380005,0.504356861114502,0.5829690098762512
15,lejepa,backbone.layer3,8,9,0.0,0.0,0.0
15,lejepa,backbone.layer4,8,9,-0.5027607083320618,0.35634103417396545,-0.07320983707904816
16,lejepa,backbone.layer1,5,3,-0.3308342397212982,0.0811251550912857,-0.12485454231500626
16,lejepa,backbone.layer2,5,3,0.0,0.0,0.0
16,lejepa,backbone.layer3,5,3,0.6265473961830139,0.5600453019142151,0.5932963490486145
16,lejepa,backbone.layer4,5,3,0.6815415620803833,0.47573959827423096,0.5786405801773071
17,lejepa,backbone.layer1,7,5,-0.20265115797519684,0.35712355375289917,0.07723619788885117
17,lejepa,backbone.layer2,7,5,-0.5624305009841919,0.3479306697845459,-0.107249915599823
17,lejepa,backbone.layer3,7,5,0.6918624639511108,0.5858816504478455,0.6388720571994781
17,lejepa,backbone.layer4,7,5,0.6982886791229248,0.46596759557724,0.5821281373500824
